Name,ReleaseDate,Rating,Function,Meaning,Storytelling,Form,Cinematography,Acting,Effort,Fun,Cry,Genre,Runtime
Junior Bonner,1972,0.4,1.8,7.4,8.7,3.8,2.6,5.4,4.8,0.8,9.5,Western,102
The Boys from Brasil,1978,3.9,4.7,1.9,1.6,0.1,2.5,3.2,1.4,5.6,0.7,Drama,118
Cross of Iron,1977,7.2,5.1,3,8.6,6,1.9,2.4,5.5,1.5,0.7,War,135
Around the World in Eighty Days,1956,4.7,6.9,5,8.1,7.5,1.8,9.4,7.9,5.3,5.6,Adventure,178
City Heat,1984,2.8,3.7,6.6,2.3,7.1,1.7,3.9,3.2,6.9,4,Comedy,95
Northwest Passage,1940,3,4.5,2.6,2.2,1.8,3.7,5.3,9.8,5.6,2.1,Adventure,122
Reversal of Fortune,1990,9.6,6.7,9.8,5.9,5,8.6,5.2,0.3,8.4,1.4,Drama,111
The Blob,1958,6.5,1.7,4.6,2.7,6.4,9.5,9.6,0.5,2.7,4.3,Fantasy,80
Great Balls of Fire!,1989,2.4,3.4,4.1,8.7,0.3,2,2.2,2.3,9.5,5.8,Biography,107
The Blue Max,1966,3.9,3.7,6.9,0.6,5.2,2.1,5.3,0.9,9.3,6.5,War,156
Love Is a Many-Splendored Thing,1955,0.2,2.8,7.4,2,9.7,7,3.4,7.6,9.5,1.7,Romantic,102
Jane Eyre,1944,2.7,7.4,5.5,5.8,9.1,8.8,3.3,1.5,2.8,8.4,Drama,96
Journey to the Center of the Earth,1959,7.9,4.4,3,3.7,0.1,0.6,3.2,7.4,0.1,1.5,Adventure,132
Shining Through,1992,7,9.5,6.1,9.5,6.6,3.9,9.8,0.4,0.6,9.2,Spy,135
5 Card Stud,1968,3.1,7.7,9.4,0.4,9.6,6,9.2,2.5,4.9,2.6,Western,103
The Man Who Loved Cat Dancing,1973,3.2,4.4,6.2,0.5,1.6,6.5,2.2,9.2,9,8.8,Western,128
Billy Bathgate,1991,7.7,4.3,0.9,7,5.7,6.2,3.9,1.8,2.2,3.5,Drama,107
THX 1138,1971,6.6,4,3.3,6.3,2.7,3,4.2,2.3,7.9,1.6,Fantasy,90
There Was a Crooked Man,1970,6.4,9.2,4.9,2,2.9,9.8,1,0.1,9.5,9.7,Western,126
Gung Ho,1986,2.3,8.2,7.4,3.4,7.4,5.2,1.5,7.1,4.4,4.5,Comedy,110
The Love Bug,1968,9.5,3.1,5.3,6.3,2.4,8,6.2,3.4,7.1,3,Comedy,102
The Fisher King,1991,0.4,5.5,2.2,9.3,8.4,4.5,4.8,1.2,6.8,6.3,Drama,137
Glengarry Glen Ross,1992,9.2,7.4,6.2,4.2,6.8,5.5,8.5,5.8,8.2,5.7,Drama,100
"The Long, Hot Summer",1958,6.1,2.4,1.8,7.1,5.2,7.9,9.2,8.1,6.4,8.9,Drama,118
Witness,1984,7.6,7.6,7.3,0.7,5.6,0.8,2.6,6,4.2,2.5,Thriller,112
The Dead Zone,1983,9.2,8.4,2.3,1.1,4.5,1.3,8.4,9,7.2,7.3,Drama,100
They All Laughed,1981,2.4,3.2,2,0.2,3.3,2.4,6.4,4.2,0.8,4.2,Comedy,110
To Have and Have Not,1944,4.4,1.3,4,9.1,1.2,6.6,5.3,0.9,5.2,7.6,Drama,100
Barfly,1987,4.1,6.7,4.6,5.3,9.9,7.5,1,4.2,7.6,5.5,Drama,99
Escape from the Planet of the Apes,1971,2.4,4.3,5.4,7.4,4.9,0.4,2.6,1.6,3.1,6.2,Fantasy,100
Full Metal Jacket,1987,8,1.8,8.4,2.1,6.6,3.4,3.4,5.5,5.1,9.9,War,116
Married to the Mob,1988,7.9,6.8,1.9,3.7,8.3,0.4,3.3,0.6,8.6,2.2,Comedy,103
Gentlemen Prefer Blondes,1953,4.7,9.9,6.8,0.6,0.7,0.5,7.2,8.9,7.5,4.3,Comedy,91
Memoirs of an Invisible Man,1992,9.2,0.2,4.6,5.2,2.7,9.6,1.7,4.6,0.8,8.2,Action,99
A Few Good Men,1992,2.4,4.4,2.7,5,7.2,3.4,5.8,5.3,8.7,5.1,Drama,138
Hero,1992,2,8,4.1,9.2,0.7,1.5,8.7,8.2,9.9,0.4,Comedy,118
Firestarter,1984,8.5,8.4,6.1,9.4,4.8,9.9,2.5,8.9,0.9,3.4,Fantasy,114
Fire in the Sky,1993,8.2,5.3,2.8,8.3,1.1,3.7,7,1.7,3.7,8.3,Drama,109
Forever Young,1992,9.4,9.9,7.9,2.6,4.6,3.7,2.3,3.3,4.6,4.1,Romantic,102
Cliffhanger,1993,3.1,6.8,7.5,1.6,9,3.8,2.5,8.3,5.2,5,Action,112
The Public Enemy,1931,6.5,4,2.4,4.8,7.3,6.9,4.8,5.6,4.6,6.7,Drama,83
Unforgiven,1992,1,0.9,7.6,3.5,3.3,9.4,0.8,5.7,5.5,7.3,Western,131
Paris - When It Sizzles,1964,3.8,9.2,5.4,5.5,8.2,1.6,2.2,3.8,7,6.3,Comedy,110
Peyton Place,1957,4.1,2,8.3,7.3,7.3,1.2,9.2,2.2,7.1,3.3,Drama,157
Singles,1992,0.2,7.9,9.2,2.7,3.6,3.5,5.3,7.5,9.7,5.7,Comedy,100
Groundhog Day,1993,3,3.2,3.1,4.8,2.6,1.3,1.1,5.6,8.9,9.9,Comedy,103
The Prince of Tides,1991,3.9,4.1,2.1,9,8.5,3.2,6.3,3.7,1.5,4.6,Drama,132
Trespass,1992,0.4,0.9,5.3,2.9,0.8,8.5,0.4,5.9,8.5,0.8,Thriller,101
The Last of the Mohicans,1992,9.8,2.9,6.4,2.1,3.4,9.8,0.7,0.6,6.2,3.8,Adventure,122
Twilight's Last Gleaming,1976,5.5,2.8,0.5,1.3,4.1,8.7,5.6,5.1,9.1,7,Drama,120
Cool Hand Luke,1967,9,4.6,2.6,6.9,0.7,4,7,6.7,3.6,4.6,Drama,110
Under Siege,1992,1.6,2,1.4,1.5,0,1.7,9.5,3.3,3.5,1.4,Action,102
Passenger 57,1992,0.7,4.1,1.6,1.9,1.6,3.3,7.7,4.3,3.8,7.7,Action,84
Dark Victory,1939,1.2,1.3,5,6.4,5.2,9.7,7.7,2.2,0.8,2.4,Drama,106
The Sand Pebbles,1966,5.4,4.5,1.4,8.6,4.3,8,8.2,9.5,9.3,7.3,Adventure,181
Used Cars,1980,5.5,1.4,4,6,4.4,2.6,6,3.7,6.6,1.3,Comedy,111
Countdown,1967,9.4,9.5,3.9,5.5,2,3.2,2.9,0.5,3.1,7.8,Drama,101
Assault on Precinct 13,1976,7.1,0.3,5.1,5.8,5.3,4.5,2.7,3.3,5.2,8.4,Thriller,91
The Gazebo,1959,4.1,5,0.7,9.7,7.3,3.8,1.3,0.3,0.7,4.5,Comedy,102
Cat's Eye,1984,9.1,8,7.2,6.7,7.6,4.8,9.8,1.9,0.8,2.1,Fantasy,98
Snake Eyes,1993,8.2,0.9,7.9,9.5,6.2,2.4,2.4,7.7,0.1,3.2,Drama,106
McQ,1974,8.9,3.2,1.6,5.9,9,8.4,8,2.6,9.5,6.9,Action,111
The Life and Times of Judge Roy Bean,1972,7.9,4.1,9.4,5.4,9,1.8,7.2,3.5,9.6,9.2,Western,120
Dragon: The Bruce Lee Story,1993,0.9,9,9.1,3.7,2.9,6.8,2.9,8.7,3.8,2.5,Biography,121
Rapa Nui,1994,2.6,5.8,1.6,8.1,5.3,0.9,6.1,1.5,8.3,2.4,Adventure,106
Greetings,1968,2,7.9,8.2,2.4,2.8,2.2,4,4.3,3.6,7.4,Comedy,88
Body Snatchers,1993,1,7.7,4.5,3.7,8.4,0.7,0.8,2.9,5.3,4.7,Fantasy,87
"White Hunter, Black Heart",1990,9.1,8.8,3.6,4.3,7.4,3.6,5.9,7.9,6.9,10,Drama,119
Exodus,1960,1.4,6.9,3.7,6.5,4,2.6,1.4,7.6,9.2,9.6,Drama,212
Frankie & Johnny,1991,3.9,3.6,9.6,4.2,9.4,3.7,0.5,3.5,0.5,5.8,Romantic,116
Malcolm X,1992,3.9,1.2,2.4,8,3.2,7,3.1,10,9.4,4.4,Biography,201
Chaplin,1993,9.2,5.9,6.6,6.2,2.5,3.2,5.2,1,4.9,5.5,Biography,144
The Alamo,1960,9.7,1.5,4.6,7.7,7.7,1.8,4.8,2.4,2.6,9.3,Western,192
Other People's Money,1991,7.7,3.1,8.5,8.5,8.3,5.8,7.6,9,6.5,2.1,Comedy,98
Klute,1970,8.6,4.1,7.6,7,7.3,7.8,5.3,10,5.1,3.3,Crime,114
Hudson Hawk,1991,6.8,0.4,0.6,9.6,4.8,5.6,8.9,2.7,8.7,8.3,Comedy,100
House of Bamboo,1955,5.2,2.7,3.5,3.2,1.2,2.9,5.8,3,0.6,6,Crime,97
Across the Wide Missouri,1951,3.9,7,6.3,6.1,9.7,9.8,7.6,8.2,2.5,0,Western,78
Benny & Joon,1993,1.8,8.2,0.9,2.7,4.3,4.8,5.6,7.4,8.5,3.4,Comedy,100
The Stalking Moon,1969,10,8.5,8,2.2,5.1,2.7,5.4,2.6,8.4,1.1,Western,109
Deliverance,1972,5.2,9.3,0.8,7.5,4.8,2.6,8,8.2,4.9,0.9,Adventure,97
Bugsy,1992,3.3,6.8,9.6,8.6,0.6,6.8,8.5,7.4,2.9,5.1,Drama,135
Glory,1989,4.3,9.8,0.9,3.4,4.4,8.9,4.7,6.4,1.1,1.7,War,116
Beethoven,1992,7.8,9.2,3,3,9.4,2.2,4.9,5.2,4.6,7.4,Comedy,87
Bob & Carol & Ted & Alice,1969,6.8,3.2,6.8,4.8,5.2,8.5,3,6.4,3.2,2.9,Comedy,104
2010,1984,4.7,7.9,7.7,3.9,1.7,4.6,0.6,0,2.2,4,Fantasy,114
Mogambo,1953,3.1,0.5,6.4,8.9,8.9,0.6,7.4,0.6,5,6.6,Romantic,116
Hairspray,1988,3.5,3.6,1,4.5,8,0.7,6.7,9.6,0.5,0.8,Comedy,88
Too Late the Hero,1969,6.6,4.4,8.4,3.1,2.4,2.6,8.2,1.9,7,7.4,War,144
Devil's Doorway,1950,3.8,5.4,5.2,7.7,8.1,9.8,9.5,8.2,6.9,2.1,Western,84
The Four Horsemen of the Apocalypse,1961,5.9,5.3,3.2,3.6,9.1,6.4,7.2,5.1,6.6,8.5,Drama,153
The Damned Don't Cry,1950,0.8,3.2,6.4,2.5,7.5,3.1,6.9,0.7,7.3,4.5,Drama,103
The Hard Way,1991,6.3,3.8,6.3,5.4,2.9,2.2,7.2,1.6,6.1,8.8,Crime,112
The Strawberry Statement,1970,2.8,9.7,5.6,5.7,4.1,1.5,2.4,6.3,1,2.1,Drama,108
Dressed to Kill,1980,4.4,8.4,7.8,1.7,1.3,4.3,1.4,9.5,2.4,5.4,Thriller,105
Falling Down,1993,5.3,4.6,4.8,9.2,3.4,2.1,10,9.8,0.7,9.8,Drama,113
Matinée,1993,8.5,7.2,0.9,8.8,6.7,5.5,2,1.8,8.3,6,Comedy,100
Bhowani Junction,1956,5,2.3,5,2.6,1,7.9,5.5,1.9,7.9,3.3,Adventure,110
The Vanishing,1993,1.4,4.2,1.9,0.4,7.4,0.5,4.3,9.9,0.1,9,Thriller,109
Hot Shots! Part Deux,1993,4.1,0,3.8,6.6,0.4,0.6,1.7,8.6,0.6,1.3,Comedy,89
When a Stranger Calls,1979,5.4,1.6,8,3.2,8.9,7.9,9.8,7.2,2.1,5,Thriller,97
Shadows and Fog,1991,9,7.5,2.4,0.1,0.3,9.4,5.3,1.7,3.7,4.6,Drama,86
Showdown in Little Tokyo,1992,8,1.1,8.2,3.9,9,9.2,7.1,7.2,5.6,6.9,Crime,79
Doc Hollywood,1991,0.5,6.5,8.1,9.1,8.1,9.8,2.2,1.6,4,8.1,Comedy,103
Extreme Prejudice,1987,5.3,4.3,2.4,8.4,5.1,5,1.6,9.2,4.2,4.9,Action,105
Flatliners,1990,5.9,6.3,1.6,2.6,8.4,2.1,8.2,9.5,3,5.7,Thriller,110
Raging Bull,1980,1.5,7,2.7,6.8,9.5,2.5,6.5,6.4,5.2,7.5,Drama,128
My Girl,1991,2.2,1.4,4.4,2.4,4.7,5.3,8.7,4.7,6.7,7.4,Comedy,143
Unlawful Entry,1992,5.2,6.5,0.5,3.9,2.4,2.2,2.1,8.4,4.9,1.9,Drama,111
My Cousin Vinny,1992,2.3,8.7,5.5,9.4,0.2,7.6,8.5,3,9.9,1.3,Comedy,118
Soapdish,1991,1.8,0.7,1.6,7.1,0.1,1.4,9.9,0.7,1.7,0.8,Comedy,96
When Harry Met Sally...,1989,6,0.5,5,5.6,9.5,1.3,3.1,2.5,7.3,2.3,Comedy,94
Friendly Persuasion,1956,6.1,1.2,10,9,5,6.7,8.4,7.7,9.8,5.2,Western,139
Far and Away,1992,0.1,0.8,1.5,5.1,4.1,1.4,6.8,0.1,3.7,6.8,Adventure,140
The Sea Hawk,1940,5.6,1.6,2,2.2,0.1,9,6.8,6.2,0.8,1.8,Adventure,109
My Life,1993,4.7,6.7,8.6,0.7,9.1,5.1,9.1,7.8,1.7,1.9,Drama,114
A Bronx Tale,1993,8.7,8,0.5,2.1,3.2,8.5,1.5,1.9,6.2,1,Drama,120
Empire of the Sun,1987,7.2,1.7,6.7,8.3,2.9,3.3,5.9,1.3,2.9,5.7,Drama,150
Twin Peaks: Fire Walk with Me,1992,7.2,9.9,3.4,8.3,6.7,0.3,3.9,9.2,8.1,9.7,Drama,135
Bobby Deerfield,1977,5.2,2.3,0.7,6,5.7,5.1,9.8,5.9,9.4,7.3,Romantic,123
Runaway Train,1985,7.1,5.6,2.6,7,2.5,6.8,2.9,3.8,8.2,7.8,Drama,110
Raising Cain,1992,9,7.8,6.4,1.4,0.8,2.2,7.8,4.1,3.7,2.1,Thriller,93
Sommersby,1993,4,4.1,4.4,1.2,0.3,4.7,2.6,0.6,0.1,1.9,Drama,110
Massacro al Central College,1976,2.7,0.7,5.3,8.7,6.6,3.1,7.3,1.2,0.7,5.5,Drama,82
Cohen and Tate,1988,7.1,7.3,5.2,0.7,9.8,5.2,6.2,3.6,8.4,1.7,Thriller,86
Annie Hall,1977,6.7,1,2.4,5.1,9.8,2.4,5.7,7.3,2.6,3.5,Comedy,90
In the Heat of the Night,1967,0.9,7.4,0.4,9.2,4.1,7.5,7.8,1.4,0.2,5.1,Crime,109
Alien 3,1992,8.8,1.1,7.2,3,8.5,5.7,2.8,1.6,7,6.3,Fantasy,114
Key Largo,1948,3,1.3,7.4,0.5,5.4,4.6,7.9,6.4,7.5,5,Drama,101
Tron,1982,2.7,1.9,2.1,3.4,2.9,1,6.1,8.2,4.2,4.3,Fantasy,96
The Molly Maguires,1970,9.7,5.6,4.7,4.8,9.1,5.6,6.7,5.1,5.3,8.1,Drama,123
The Hudsucker Proxy,1994,6.2,2.2,0.3,8.7,4.5,0.3,7.1,4.5,5.7,1.4,Comedy,112
The Firm,1993,7.9,6.3,3.9,4.2,3.8,6.3,8.8,8.2,6.4,2.2,Thriller,154
Family Plot,1976,0.8,4.3,3.8,6.6,9.8,6.3,6.3,0.7,1.4,3,Thriller,120
Underworld U.S.A.,1961,4.3,8.3,9.2,6.5,6.7,6.7,8.2,0.8,3.9,7.1,Drama,98
Joshua Tree,1993,9.5,6.5,7.7,0.5,3,1.6,7.5,2.5,1.6,3.8,Action,97
Mortal Thoughts,1991,6.7,5.5,8.6,1.9,7,6,3,8.1,4.2,6.8,Thriller,103
Kalifornia,1993,6.5,6.9,6.6,2.6,0.2,2.9,2.3,6.9,7.9,9.5,Thriller,117
Rising Sun,1993,8.1,3.5,3.7,4.4,8.9,5.4,3.8,7.3,3.7,6.1,Crime,129
Mrs. Miniver,1942,3.6,5.3,7,4.8,5.2,6.9,0.9,0.9,2.8,1.9,Drama,134
Zardoz,1973,9.9,7.1,5.4,1.4,0.3,3.1,5.7,5.3,5.6,8.5,Fantasy,105
Hook,1991,6.2,4.2,1,9.6,1.4,1.4,5.7,4.6,4.6,5.8,Fantasy,135
The Swarm,1978,0.9,9.2,4.3,7.2,3,0.9,5.1,3.9,2.5,4.1,Action,116
Single White Female,1992,1.5,6,2.2,6.3,8.8,3.6,9.7,8,3.3,3.9,Thriller,107
Scarecrow,1973,2.7,5.3,4.2,0.4,9.9,8.5,3.5,1.8,9.7,7.9,Comedy,112
Hearthquake,1974,4.2,3.3,9.7,5.6,9.1,3.5,6.2,9.5,4.2,3.3,Action,120
The Real McCoy,1993,4.3,9,8.2,1.2,7.8,1.1,8.4,1.8,4.6,7.6,Action,104
Paradise,1991,4,4.1,4.1,5.1,3.9,8.8,8.8,0.8,6.4,2.6,Romantic,110
Cape Fear,1991,9.8,9.9,7.3,6.4,2.7,8,8.3,6.7,8,5.2,Thriller,118
High Anxiety,1977,3.2,7,2.9,5.1,7.5,8.9,3.1,1.4,9.2,1.2,Comedy,94
Psycho II,1983,0.8,0.8,7.7,3,7.1,1.5,0.3,6.9,7.6,5.1,Thriller,113
Cry Baby,1990,6.1,6.2,0.3,1.4,9,1,3.9,2.1,3.8,4.4,Comedy,85
Clash by Night,1952,0.6,0.8,1.4,2.7,1,0.1,6.9,0.7,2.8,0.8,Drama,105
Psycho III,1986,0.5,4.1,0.9,4,0.2,3.6,4.9,2.9,1.6,8.8,Thriller,93
Jennifer Eight,1993,9.1,2.8,2.6,9.2,6.4,7,5,1.3,9.8,9.3,Thriller,132
Born Yesterday,1950,5.1,7.1,4.7,3.7,2.4,1.1,9.5,1.3,2.4,9,Comedy,103
Animal Crackers,1930,6.9,6.2,9,1,6.7,5.6,8.9,3.1,7,7.7,Comedy,98
The Fugitive,1993,1.1,4,1.1,3,4.3,4.5,5.4,5.7,8.6,6.9,Thriller,127
True Romance,1993,8.1,1.5,8.2,9.5,4.4,1.8,6.8,1.2,6.6,7.3,Thriller,116
Monkey Business,1931,9.1,4.5,7.5,1.5,9.3,7.3,8.5,1.4,7.6,4,Comedy,77
Ghost Dad,1989,7.6,4.7,0.1,7,2.2,8.6,3.2,9.9,0.7,3.9,Comedy,84
The Front Page,1974,8.7,4.1,2.1,6.6,0.3,8.8,1,5.3,3.9,2.6,Comedy,105
The Egyptian,1954,0.2,6.3,7.9,7.6,0,7.6,1,3.3,1,5.8,Drama,140
Ricochet,1991,4.6,7.8,7.4,5.5,0.6,0.3,7.7,7.5,2.6,9.9,Action,102
Field of Dreams,1989,8.6,1.1,0.3,0.5,6.8,6.2,0.6,1.8,6.7,5.5,Drama,106
The In-Laws,1979,9.9,3.7,7.6,7.9,4.5,4,2.6,5,1,4.6,Comedy,100
Patriot Games,1992,4.3,0.7,7.3,3.5,2.1,5.1,5.2,6.3,4.7,5.4,Spy,113
Last Action Hero,1993,7.7,9.4,5.9,4.1,7.3,9.9,1.4,5.8,8.9,7.9,Fantasy,130
The Wind,1928,1.6,2.7,0.9,3.3,3,7.5,9.7,2.8,6.7,7.2,Drama,75
Horse Feathers,1932,2.2,2.7,7.1,6.9,4.9,8.2,4.4,4.1,1.5,6.8,Comedy,68
North to Alaska,1960,4.5,6.7,7.4,5.8,6.7,2,10,4.1,1.5,2.5,Comedy,122
Final Analysis,1992,2.4,2.6,9.8,4.2,8.2,9.6,3.2,1.1,7.4,8.3,Thriller,124
It Started in Naples,1960,7.5,7.5,2.1,1.1,5.2,2.3,1.6,7,4,8.2,Comedy,100
Splash,1984,8.8,6,7.5,9.7,9.4,6.9,8.8,9.6,4.8,9,Comedy,102
Smokey and the Bandit,1977,9.1,0.2,3.5,5.8,8.8,2.6,1.4,7.1,6.7,0.1,Comedy,97
The Two Mrs Carrolls,1947,6.5,0.9,1.6,4.7,8.9,8.5,4.2,2,9.9,3,Drama,99
The Public Eye,1992,9.2,8.8,2,9.8,5.1,0.6,9.6,5.1,0.8,9.4,Thriller,99
You're Never Too Young,1955,9.6,2.4,1.5,0.6,5.5,8.8,7.8,9.5,0.9,7.9,Comedy,103
Scent of a Woman,1992,1,5.7,2.1,3.4,7.2,7.5,9.1,7,2.2,7.8,Drama,157
Urban Cowboy,1980,6,8.1,8.5,9.6,4.6,6.3,0.4,5.5,4.7,9.7,Comedy,135
The Hill,1965,6.8,9.7,5.5,7.7,1.6,9.1,5.3,0.1,1.6,2.1,Drama,100
A Star Is Born,1937,1.7,0.1,0.7,3.7,8,9,9,7.5,2.7,1.8,Drama,111
I Am a Fugitive from a Chain Gang,1932,7.3,7.1,7.9,9.6,9.4,9.4,5,9.1,1.6,8.7,Drama,90
Born Yesterday,1993,5.2,5.6,3.6,7,8.5,3.1,6,9.2,0.5,5.7,Comedy,100
The Lost Weekend,1945,4.8,3.4,6.4,4.4,9.1,6.7,0.8,5,6.9,2.1,Drama,101
Sherlock Junior,1924,7.4,6.2,6.1,8.4,9.5,5.9,4.9,2.2,6.9,5.4,Comedy,42
The Chalk Garden,1964,8.2,7.1,1.2,0.5,3.3,10,3.3,0,2.4,9.3,Drama,106
Agatha,1979,2.2,2,1.8,1.6,4.6,9.7,0.8,0.1,6.4,1.9,Thriller,98
Moby Dick,1956,0.9,4.1,1.1,2.7,8.4,2.7,3.7,6.5,7.2,2.9,Adventure,116
A Tales of Two Cities,1935,5.7,4.4,0.8,9.3,1,3.4,2.8,1,4,6.4,Drama,121
Sullivan's Travels,1941,6.7,1.8,7.3,6.4,2,6.6,9.2,2.1,1.7,8.5,Comedy,90
Battle of the Bulge,1965,3.8,1.5,2.3,7.7,2.9,1.2,7.1,9,1.7,6.2,War,165
Gunfight at the O.K. Corral,1957,1,5.6,8.5,5.6,8.2,0.8,0.1,7.8,8.8,1.4,Western,122
Blade Runner,1982,5.3,2.5,5.4,5.7,4.3,0.3,5.5,0.6,5.3,5.7,Fantasy,124
Dennis the Menace,1993,8.8,7.8,2.7,9.1,5.2,1.3,6.5,5.7,1.6,5.4,Comedy,98
Mr. Jones,1993,1.7,6.8,3.3,0.6,1.6,3.6,0.6,5.8,5,3.7,Drama,112
A Day at the Races,1937,2.1,10,0.1,1.9,5.2,3.1,9.7,1.2,0.7,5.9,Comedy,109
The Rainmaker,1956,8.1,3.2,9.7,8,3.2,2.8,9.6,3.6,1.2,8.9,Comedy,121
Avanti!,1972,1.9,9.4,3.6,3.5,9.8,3.4,4.9,2.6,3.1,2.6,Comedy,146
Hanover Street,1979,1.2,2.2,7.1,6.2,2.3,8.3,0.1,7.2,8,7.2,Romantic,109
Who's Minding the Store?,1963,9.9,1.1,6.7,6,6.4,8.6,2.1,7.1,2,8,Comedy,90
Deception,1946,2.8,5.7,9.3,8.9,7.8,7.9,3.2,2,8.1,0.6,Drama,112
The Magnificent Seven,1960,0.4,1.2,6.5,3.7,8.1,9.1,6.1,2.5,7.3,2.3,Western,128
Invitation to a Gunfighter,1964,5.4,5,9.1,7.6,1.6,7.3,0.8,1.1,7.8,9.3,Western,92
The Thrill of It All,1963,6.5,4.5,3.9,1.3,1.2,1.2,0.3,4.9,0.1,7.1,Comedy,104
How To Murder Your Wife,1964,2.3,4,0.3,2.5,6.4,0.2,2.8,1.9,5.6,5.5,Comedy,118
In Harm's Way,1965,4.1,3.3,0.3,2.9,0.9,2.4,6.6,9.8,4,2.2,War,165
The Bridges at Toko-Ri,1954,9,1.5,5.6,3.1,2,9.2,3.9,2.4,4.8,7.7,War,104
The Magnificent Amberson,1942,1.4,2,6.1,8.6,8.1,6.1,4.5,8.1,9.7,9.5,Drama,88
The Thomas Crown Affair,1968,7.4,4.9,2,4.7,2.4,7.3,2.7,7.6,1.5,9,Action,106
The Graduate,1967,0.7,4.5,9.6,7.1,5.8,2.5,6.3,6,0.2,4.7,Drama,108
Breakheart Pass,1975,3.5,8.9,1.1,7.5,5.6,3.2,8.8,4.3,5.8,1.3,Western,95
Sneakers,1992,3.4,7,8.6,7.1,6.4,0.7,3.4,7.2,3.5,8.8,Thriller,125
"They Shoot Horses, Don't They?",1969,4.4,6.5,0.5,4.6,3,3.8,1.2,4.7,2.9,8,Drama,129
Thunder Heart,1992,5.1,3.7,9,6.7,0.9,6.5,6.8,10,3.6,1,Crime,118
The General,1926,2.4,2,0.2,4,4.2,6.7,2.1,4,1.8,4,Comedy,74
The Most Dangerous Game,1932,4.4,6.6,3,4.8,2.9,5.3,4.5,7.6,5.4,2.4,Thriller,63
Days of Wine and Roses,1962,7.3,5.1,4.2,7.8,8.8,6.2,9.2,0.6,4.2,7.2,Drama,117
The Best Years of Our Lives,1946,0.5,2.5,1,5.3,6,4.9,1.9,4.8,6.9,2.1,Drama,172
Soylent Green,1973,1.1,9.7,3,5.6,7.8,0.4,1.1,7.7,8.8,5.6,Fantasy,97
The Fearless Vampire Killers,1968,7.4,3.3,6,7.5,3.2,0.2,2.2,4.6,1.8,9.7,Comedy,107
The Woman in Red,1984,4,9.7,7.7,8.1,5.9,9.6,1.5,8.3,8,1.7,Comedy,86
Cimarron,1960,2.7,5.9,2.5,6.8,8.4,6.6,1.2,9.9,3.3,1,Western,147
Short Cuts,1993,2.4,4.4,8.7,7.1,8.1,1.4,7.5,1.7,3.3,2.1,Drama,193
Indiscreet,1958,9.1,8.4,0.8,7.1,8.2,3.7,2.2,2.3,3.4,2,Comedy,100
Boeing Boeing,1965,5.9,7.2,6.1,7.3,1.6,7.2,1.3,3.5,3.1,1.7,Comedy,102
The Patsy,1964,8.6,3.9,0.7,1.3,7.4,2.2,3,3.1,5.7,7.6,Comedy,101
You Can't Take It with You,1938,7.3,4.2,8.1,4.2,0.7,8.2,3.3,4,0.7,4.5,Comedy,127
Warlock,1959,2.5,0.8,3.5,2.8,4.3,0.3,7,4.5,5.7,8,Western,123
Houdini,1953,7.8,5.6,0.9,8.8,0.6,2.6,3.5,6.9,6.3,3.4,Comedy,100
Comanche Station,1960,9.6,5.3,3.2,8.2,2.8,2.4,7.1,8.4,5.7,8.7,Western,74
Night Moves,1975,8,6.3,9.4,6,2.2,4.5,8,1.8,2.1,0.5,Thriller,99
Suspicion,1941,3.6,8.4,1.7,2.3,7.6,2.3,9.4,6.8,6.9,2.5,Thriller,93
Deep Star Six,1989,3.5,7.5,2.3,3.6,9.5,8.6,4,6.8,5.9,3.8,Fantasy,107
Judgement Night,1993,6.1,0.1,4.1,9.1,2.9,2.5,6.6,0.8,1.9,2.9,Drama,109
Alive,1992,5.7,8,0.1,5.3,3.1,3.3,2,3.7,9.8,6,Drama,127
Buddy Buddy,1982,1.4,9,7.4,9,5.3,7.2,2.8,7.3,5.2,1.6,Comedy,95
Beau Geste,1939,3.6,9.3,3.9,4.5,0.1,2.9,7.8,0.2,4.3,7.4,Adventure,115
Heart and Souls,1993,7.4,8.6,7.3,8.6,9.8,1.3,2.2,2,1.2,9,Comedy,104
The Professionals,1966,8.5,0.6,3.2,2,3.1,0.7,1.8,7.9,1.4,2.9,Western,120
The Thin Man,1934,7.9,4.8,2.2,3,2.2,6.2,7.7,4.5,9.4,0.8,Comedy,93
The Awful Truth,1937,9.2,7.4,1,9.4,6,6.1,0.3,2.3,5.2,5.8,Comedy,91
The Karate Kid,1984,9.3,5.1,4.5,9.2,0,0.3,1.7,8,2.3,2.9,Comedy,123
The Disorderly Orderly,1964,7.9,8.8,0.5,1.2,4.6,7.6,7.2,2.2,4.1,2.4,Comedy,90
Gettysburg,1993,5.7,0.9,9.3,4.2,1.6,1.7,7.5,3.5,1.6,0.1,History,248
Gardens of Stone,1987,7.7,9.2,2.5,9.2,2.4,5.8,3.5,3.5,3,3.1,Drama,112
A Woman Under the Influence,1974,5.2,4.3,7.6,7.5,8.2,1.5,1.2,9.7,1.2,6.9,Drama,155
Death Wish,1974,6.6,9.7,8,1.1,8.2,0.3,0.9,6.7,7.7,2.5,Action,94
This Property Is Condemned,1966,1.7,9.6,9.8,7,8.6,7.5,7.3,9.9,2.5,1.3,Drama,110
The Concierge,1993,5.2,8,4.9,3.3,7.8,5.5,0.7,6.7,8.2,3.1,Comedy,94
